Testlauf-ID;Datum/Zeit;Prompting-Technik;Programmieraufgabe;Länge des Codes;Kommentare im Code;Anzahl der importierten Bibliotheken;Bestandene Testfälle;Nicht bestandene Testfälle;Ausführungszeit;Unerwünschte Testfälle vorhanden;Unerwünschte Beispiele vorhanden;Besondere Beobachtungen
output_8_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;7_extract_temperatures_from_text;18;0;1;6;5;2,37E+15;;;
output_9_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;7_extract_temperatures_from_text;24;0;1;6;5;2,93E+16;;;
output_6_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;7_extract_temperatures_from_text;30;0;1;8;3;2,39E+16;;;
output_5_0S.py;20.06.2024 15:32;Zero Shot;6_get_top_k_words_from_html;23;6;3;3;5;2,01E+16;;;
output_14_RP.py;20.06.2024 15:32;Role-Play;6_get_top_k_words_from_html;19;4;3;4;4;1,04E+16;;;
output_4_0S.py;20.06.2024 15:32;Zero Shot;6_get_top_k_words_from_html;21;5;3;3;5;1,03E+16;;;
output_3_0S.py;20.06.2024 15:32;Zero Shot;6_get_top_k_words_from_html;19;4;3;4;4;10205078125;;;
output_11_RP.py;20.06.2024 15:32;Role-Play;6_get_top_k_words_from_html;25;8;3;3;5;1,23E+16;;;
output_12_RP.py;20.06.2024 15:32;Role-Play;6_get_top_k_words_from_html;16;5;3;4;4;1,03E+16;;;
output_10_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;6_get_top_k_words_from_html;19;4;3;4;4;1,04E+16;;;
output_1_0S.py;20.06.2024 15:32;Zero Shot;6_get_top_k_words_from_html;16;5;3;4;4;1,03E+16;;;
output_13_RP.py;20.06.2024 15:32;Role-Play;6_get_top_k_words_from_html;20;4;3;3;5;1,03E+16;;;
output_7_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;6_get_top_k_words_from_html;20;4;3;3;5;1,45E+16;;;
output_15_RP.py;20.06.2024 15:32;Role-Play;6_get_top_k_words_from_html;16;5;3;4;4;1,08E+16;;;
output_8_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;6_get_top_k_words_from_html;21;5;3;4;4;1,02E+15;;;
output_2_0S.py;20.06.2024 15:32;Zero Shot;6_get_top_k_words_from_html;19;4;3;4;4;1,09E+16;;;
output_9_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;6_get_top_k_words_from_html;33;5;3;3;5;1,02E+15;;;
output_6_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;6_get_top_k_words_from_html;21;5;3;4;4;1,04E+16;;;
output_5_0S.py;20.06.2024 15:32;Zero Shot;8_backup_folder;29;6;2;6;0;2,36E+15;;;
output_14_RP.py;20.06.2024 15:32;Role-Play;8_backup_folder;30;5;2;6;0;2,38E+16;;;
output_4_0S.py;20.06.2024 15:32;Zero Shot;8_backup_folder;32;8;2;6;0;2,57E+16;;;
output_3_0S.py;20.06.2024 15:32;Zero Shot;8_backup_folder;32;8;2;6;0;2,35E+16;;;
output_11_RP.py;20.06.2024 15:32;Role-Play;8_backup_folder;32;8;2;6;0;2,35E+16;;;
output_12_RP.py;20.06.2024 15:32;Role-Play;8_backup_folder;30;7;2;6;0;2,36E+15;;;
output_10_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;8_backup_folder;29;6;2;6;0;3,57E+14;;;
output_1_0S.py;20.06.2024 15:32;Zero Shot;8_backup_folder;27;5;2;6;0;2,40E+16;;;
output_13_RP.py;20.06.2024 15:32;Role-Play;8_backup_folder;29;6;2;6;0;2,33E+16;;;
output_7_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;8_backup_folder;29;6;2;6;0;2,36E+16;;;
output_15_RP.py;20.06.2024 15:32;Role-Play;8_backup_folder;30;7;2;6;0;2,39E+16;;;
output_8_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;8_backup_folder;32;8;2;6;0;2,36E+16;;;
output_2_0S.py;20.06.2024 15:32;Zero Shot;8_backup_folder;32;8;2;6;0;2,33E+16;;;
output_9_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;8_backup_folder;31;7;2;6;0;2,36E+16;;;
output_6_CoT.py;20.06.2024 15:32;Chain-of-Thoughts;8_backup_folder;29;6;2;6;0;2,36E+15;;;
